Indicador ;Área;Regimen ;Número casos Hombre;Número casos Mujer;Población  encuestada Hombre;Población  encuestada Mujer;Año
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Contributivo;11;51;80;223;2013
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Subsidiado ;3;8;12;42;2013
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No asegurado ;2;1;4;13;2013
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Especial;3;2;10;19;2013
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Contributivo;9;30;32;109;2013
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Subsidiado ;0;1;1;14;2013
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No asegurado ;0;2;2;3;2013
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Especial;0;2;3;7;2013
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Contributivo;12;40;68;182;2013
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Subsidiado ;6;16;25;64;2013
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No asegurado ;1;2;7;9;2013
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Especial;1;2;9;18;2013
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Contributivo;0;3;110;138;2013
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Subsidiado ;0;0;34;38;2013
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No asegurado ;0;0;18;13;2013
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Especial;0;0;1;5;2013
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No reporta;0;0;24;36;2013
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Contributivo;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Subsidiado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No asegurado ;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Especial;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No reporta;0;0;0;0;2013
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Contributivo;32;124;290;652;2013
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Subsidiado ;9;25;72;158;2013
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No asegurado ;3;5;31;38;2013
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Especial;4;6;23;49;2013
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No reporta;0;0;24;36;2013
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Contributivo;5;7;23;43;2014
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Subsidiado ;2;4;12;17;2014
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No asegurado ;0;1;1;1;2014
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Especial;0;0;0;3;2014
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Contributivo;1;7;41;114;2014
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Subsidiado ;2;9;38;94;2014
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No asegurado ;0;0;5;3;2014
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Especial;0;0;2;5;2014
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No reporta;0;0;3;3;2014
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Contributivo;4;12;27;61;2014
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Subsidiado ;0;0;0;8;2014
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No asegurado ;0;0;1;3;2014
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Especial;0;3;2;9;2014
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Contributivo;13;47;72;278;2014
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Subsidiado ;3;7;13;58;2014
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No asegurado ;2;3;9;13;2014
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Especial;1;6;8;33;2014
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No reporta;1;4;13;24;2014
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Contributivo;6;19;86;251;2014
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Subsidiado ;4;5;31;82;2014
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No asegurado ;1;0;6;14;2014
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Especial;3;1;10;19;2014
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No reporta;2;0;10;9;2014
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Contributivo;0;0;18;20;2014
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Subsidiado ;0;0;13;12;2014
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No asegurado ;0;0;9;3;2014
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Especial;0;0;3;1;2014
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No reporta;0;0;10;20;2014
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Contributivo;10;33;42;109;2014
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Subsidiado ;2;9;24;53;2014
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No asegurado ;1;1;6;7;2014
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Especial;0;2;1;5;2014
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Contributivo;0;2;22;38;2014
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Subsidiado ;0;0;5;15;2014
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No asegurado ;0;0;7;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Especial;0;0;1;2;2014
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Contributivo;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Subsidiado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No asegurado ;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Especial;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No reporta;0;0;0;0;2014
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Contributivo;39;127;331;914;2014
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Subsidiado ;13;34;136;339;2014
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No asegurado ;4;5;44;44;2014
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Especial;4;12;27;77;2014
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;No reporta;3;4;36;56;2014
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usaquén;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Contributivo;4;1;120;146;2015
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Subsidiado ;1;0;37;87;2015
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;Especial;0;0;5;7;2015
Prevalencia de somnolencia en población de 18 a 64 años;Chapinero;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Santa Fe;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;San Cristóbal;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usme;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Usme;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Tunjuelito;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Bosa;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Kennedy;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Contributivo;3;15;18;65;2015
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Subsidiado ;0;0;2;5;2015
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No asegurado ;0;0;2;7;2015
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;Especial;0;0;3;11;2015
Prevalencia de somnolencia en población de 18 a 64 años;Fontibón;No reporta;2;3;10;16;2015
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Contributivo;11;27;131;256;2015
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Subsidiado ;1;3;27;71;2015
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No asegurado ;0;0;7;8;2015
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;Especial;0;1;7;20;2015
Prevalencia de somnolencia en población de 18 a 64 años;Engativá;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Suba;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Suba;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Barrios Unidos;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Contributivo;1;2;96;107;2015
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Subsidiado ;0;1;6;5;2015
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;Especial;0;0;15;19;2015
Prevalencia de somnolencia en población de 18 a 64 años;Teusaquillo;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Contributivo;3;3;88;136;2015
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Subsidiado ;0;0;0;8;2015
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No asegurado ;0;0;2;5;2015
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;Especial;0;0;2;3;2015
Prevalencia de somnolencia en población de 18 a 64 años;Los Mártires;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Antonio Nariño;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Contributivo;9;20;61;129;2015
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Subsidiado ;0;7;10;34;2015
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No asegurado ;0;1;3;4;2015
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;Especial;0;3;1;8;2015
Prevalencia de somnolencia en población de 18 a 64 años;Puente Aranda;No reporta;0;0;0;1;2015
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;La Candelaria;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Rafael Uribe Uribe;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Ciudad Bolívar;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Contributivo;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Subsidiado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No asegurado ;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;Especial;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Sumapaz;No reporta;0;0;0;0;2015
Prevalencia de somnolencia en población de 18 a 64 años;Distrito;Contributivo;31;68;514;839;2015
