Indicador;Área;Régimen;Hombres con presencia del evento;Mujeres con presencia del evento;Hombres encuestado;Mujeres encuestada;Año
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Especial;0;0;1;1;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;11;19;149;153;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;7;6;69;46;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;2;0;13;4;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;1;3;6;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Contributivo;6;2;152;126;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;5;3;54;69;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;0;0;4;3;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Especial;0;0;12;5;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Contributivo;326;285;1.830;1.808;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Subsidiado ;141;133;805;741;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;No asegurado ;15;14;66;73;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Especial;18;13;90;79;2017
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Contributivo;8;7;81;77;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Subsidiado ;4;3;42;23;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;No asegurado ;1;0;6;5;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Especial;0;1;0;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Contributivo;6;1;88;75;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Subsidiado ;2;0;36;31;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;No asegurado ;0;0;3;5;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Especial;0;0;0;1;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Contributivo;26;23;63;63;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Subsidiado ;43;29;91;79;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;No asegurado ;4;1;12;8;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Especial;1;3;1;5;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Contributivo;13;7;75;63;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Subsidiado ;5;10;29;46;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;No asegurado ;1;1;10;12;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Especial;0;1;2;3;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Contributivo;46;34;156;160;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Subsidiado ;23;19;77;68;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;No asegurado ;6;7;28;19;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Especial;5;3;8;8;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Contributivo;9;4;71;63;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Subsidiado ;3;5;52;58;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;No asegurado ;1;0;6;8;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Especial;1;1;4;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Contributivo;30;25;119;119;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Subsidiado ;3;7;22;20;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;No asegurado ;2;1;6;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Especial;1;0;4;6;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Contributivo;40;37;112;100;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Subsidiado ;9;12;15;22;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;No asegurado ;1;2;3;6;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Especial;2;5;8;8;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Contributivo;9;6;58;43;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Subsidiado ;1;0;12;12;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;No asegurado ;0;0;3;3;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Especial;2;2;3;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Contributivo;30;22;166;163;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Subsidiado ;8;4;55;38;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;No asegurado ;0;1;4;6;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Especial;1;0;6;6;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Contributivo;19;20;206;173;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Subsidiado ;4;4;58;29;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;No asegurado ;0;0;4;2;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Especial;3;2;13;13;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Contributivo;13;7;51;42;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Subsidiado ;3;2;25;17;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;3;1;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Especial;2;0;3;0;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Contributivo;20;17;89;79;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Subsidiado ;5;0;24;2;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;1;0;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Especial;2;2;6;10;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Contributivo;0;22;13;76;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Subsidiado ;2;13;32;59;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;No asegurado ;0;1;0;7;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Especial;0;2;0;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Contributivo;9;9;45;39;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Subsidiado ;3;2;19;13;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;No asegurado ;1;0;3;6;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Especial;0;0;2;3;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Contributivo;21;20;67;63;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Subsidiado ;7;8;21;26;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;No asegurado ;1;1;7;4;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Especial;4;1;7;5;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Contributivo;0;2;10;9;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Subsidiado ;2;1;4;1;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;No asegurado ;0;0;0;0;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Especial;0;0;0;0;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;9;10;72;65;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;9;11;53;48;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;2;2;5;9;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;0;4;0;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Contributivo;35;41;230;252;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;30;32;148;160;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;3;4;23;21;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Especial;2;1;8;9;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Contributivo;343;314;1.772;1.724;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Subsidiado ;166;162;815;752;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;No asegurado ;23;21;127;126;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Especial;26;24;79;93;2018
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Contributivo;17;12;101;90;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Subsidiado ;3;7;21;24;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;No asegurado ;1;1;2;4;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Especial;2;2;5;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Contributivo;11;10;41;38;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Subsidiado ;3;4;13;14;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;No asegurado ;0;1;0;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Especial;1;1;2;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Contributivo;3;5;31;30;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Subsidiado ;10;3;28;17;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;No asegurado ;0;1;3;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Especial;0;0;0;2;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Contributivo;28;28;92;101;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Subsidiado ;11;12;40;40;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;No asegurado ;3;1;5;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Especial;1;4;2;9;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Contributivo;31;24;98;73;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Subsidiado ;24;22;60;44;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;No asegurado ;1;3;5;6;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Especial;1;0;3;2;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Contributivo;10;9;36;26;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Subsidiado ;9;12;31;22;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;No asegurado ;3;2;10;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Especial;2;0;4;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Contributivo;50;39;204;179;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Subsidiado ;24;21;94;82;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;No asegurado ;4;3;21;18;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Especial;1;2;7;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Contributivo;74;79;301;298;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Subsidiado ;19;16;91;104;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;No asegurado ;3;2;17;17;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Especial;5;3;16;12;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Contributivo;12;6;107;103;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Subsidiado ;3;2;22;20;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;No asegurado ;1;1;6;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Especial;0;1;11;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Contributivo;32;30;179;192;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Subsidiado ;4;3;50;42;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;No asegurado ;2;0;3;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Especial;1;0;7;8;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Contributivo;34;32;198;161;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Subsidiado ;6;5;40;29;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;No asegurado ;0;3;6;11;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Especial;0;1;7;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Contributivo;8;7;49;45;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Subsidiado ;1;1;20;23;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;1;2;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Especial;0;0;1;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Contributivo;3;6;43;31;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;4;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Especial;1;1;2;5;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Contributivo;4;6;31;37;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Subsidiado ;1;5;26;28;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;No asegurado ;0;0;3;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Especial;0;1;3;2;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Contributivo;5;8;28;31;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Subsidiado ;3;2;14;14;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;No asegurado ;2;0;5;5;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Especial;0;0;4;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Contributivo;13;6;53;48;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Subsidiado ;3;3;11;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;No asegurado ;0;0;5;6;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Especial;2;0;5;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Contributivo;5;2;29;21;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Subsidiado ;1;4;16;11;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;No asegurado ;0;1;2;3;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Especial;0;1;0;1;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;33;17;103;77;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Subsidiado ;13;8;42;29;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;No asegurado ;2;1;13;7;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Especial;0;1;2;5;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Contributivo;53;53;161;165;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Subsidiado ;41;42;129;121;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;No asegurado ;7;5;17;17;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Ciudad Bolívar;Especial;7;3;13;9;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Contributivo;426;379;1.885;1.746;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Subsidiado ;179;172;752;678;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;No asegurado ;29;25;124;117;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Distrito;Especial;24;21;94;88;2019
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Contributivo;6;1;77;75;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Subsidiado ;0;0;14;12;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;No asegurado ;0;0;0;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usaquén;Especial;0;0;3;2;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Contributivo;2;1;30;31;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Subsidiado ;1;0;9;7;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;No asegurado ;0;0;1;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Chapinero;Especial;0;1;1;2;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Contributivo;0;1;19;28;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Subsidiado ;2;1;20;12;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;No asegurado ;0;0;5;3;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Santa Fe;Especial;0;0;0;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Contributivo;4;6;64;70;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Subsidiado ;4;2;44;44;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;No asegurado ;1;0;1;3;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;San Cristóbal;Especial;1;0;6;3;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Contributivo;10;5;60;58;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Subsidiado ;7;7;45;27;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;No asegurado ;1;0;2;3;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Usme;Especial;0;0;0;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Contributivo;5;9;34;35;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Subsidiado ;1;2;18;18;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;No asegurado ;0;1;1;2;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Tunjuelito;Especial;0;2;0;5;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Contributivo;14;23;156;155;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Subsidiado ;7;4;56;51;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;No asegurado ;0;1;8;11;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Bosa;Especial;1;0;4;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Contributivo;23;13;258;248;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Subsidiado ;10;5;94;77;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;No asegurado ;2;2;16;15;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Kennedy;Especial;0;0;11;10;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Contributivo;0;1;76;84;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Subsidiado ;1;0;16;12;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;No asegurado ;0;0;2;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Fontibón;Especial;0;0;10;7;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Contributivo;17;12;191;219;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Subsidiado ;4;1;49;31;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;No asegurado ;1;0;8;2;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Engativá;Especial;3;1;12;6;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Contributivo;18;16;242;253;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Subsidiado ;2;2;70;52;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;No asegurado ;1;0;10;6;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Suba;Especial;1;0;9;13;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Contributivo;3;4;65;55;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Subsidiado ;1;2;20;12;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;No asegurado ;0;0;0;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Barrios Unidos;Especial;0;0;0;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Contributivo;5;6;37;45;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Subsidiado ;0;0;4;3;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;No asegurado ;0;0;0;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Teusaquillo;Especial;0;0;0;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Contributivo;0;2;25;25;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Subsidiado ;2;0;18;21;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;No asegurado ;0;0;1;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Los Mártires;Especial;0;0;2;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Contributivo;5;4;30;37;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Subsidiado ;0;1;8;13;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;No asegurado ;0;1;0;4;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Antonio Nariño;Especial;0;0;2;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Contributivo;10;11;45;49;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Subsidiado ;5;0;13;7;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;No asegurado ;0;0;1;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Puente Aranda;Especial;1;3;3;6;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Contributivo;1;3;21;15;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Subsidiado ;1;1;8;11;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;No asegurado ;0;0;1;1;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;La Candelaria;Especial;0;0;1;0;2020
Prevalencia de tos en la noche en niños de  5-14 años en Bogotá D.C;Rafael Uribe Uribe;Contributivo;5;3;47;58;2020
